,index,imdb_rating,imdb_total_votes,title,release_year,original_language,overview,budget,genres,release_date,revenue,runtime,spoken_languages,tmdb_rating,tmdb_total_votes,production_companies,production_countries,Watched,directors,writers,name_year,Date,Name,Year,Letterboxd URI,my_rating
697,697,8.3,174654,Metropolis,1927,de,"In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.",1300000.0,"['Drama', ' Science Fiction']",1927-02-06,650422.0,149.0,['xx'],8.2,2174.0,['UFA'],['DE'],1,Fritz Lang,,Metropolis 1927,2021-09-07,Metropolis,1927.0,https://boxd.it/71a,10.0
698,698,6.6,211455,Project X,2012,en,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",12000000.0,['Comedy'],2012-03-01,102731865.0,88.0,['en'],6.794,5403.0,"['Silver Pictures', ' Green Hat Films']",['US'],1,Nima Nourizadeh,,Project X 2012,2021-09-07,Project X,2012.0,https://boxd.it/neO,7.0
699,699,7.8,131146,I Saw the Devil,2010,ko,"Kyung-Chul is a dangerous psychopath who kills for pleasure. Soo-Hyun, a top-secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take vengeance against the killer, even if it means that he must become a monster himself.",0.0,"['Thriller', ' Horror']",2010-08-12,0.0,144.0,['ko'],7.79,1979.0,"['Showbox', ' Softbank Ventures', ' Peppermint&company', ' Siz Entertainment']",['KR'],1,Jee-woon Kim,,I Saw the Devil 2010,2021-09-07,I Saw the Devil,2010.0,https://boxd.it/FaK,9.0
700,700,7.3,10634,Shogun Assassin,1980,ja,A Shogun who grew paranoid as he became senile sent his ninjas to kill his samurai. They failed but did kill the samurai’s wife. The samurai swore to avenge the death of his wife and roams the countryside with his toddler son in search of vengeance.,0.0,['Action'],1980-11-11,0.0,85.0,['en'],6.832,131.0,"['Toho', ' Baby Cart', ' Katsu Production Co. Ltd.']","['JP', ' US']",1,,,Shogun Assassin 1980,2021-09-07,Shogun Assassin,1980.0,https://boxd.it/1MM4,5.0
701,701,7.0,95559,Martyrs,2008,fr,"A young woman’s quest for revenge against the people who kidnapped and tortured her as a child leads her and her best friend, also a victim of child abuse, on a terrifying journey into a living hell of depravity.",6500000.0,"['Horror', ' Drama', ' Thriller']",2008-09-03,1100000.0,99.0,['fr'],7.355,2173.0,"['Canal+', ' Eskwad', ' Wild Bunch', ' TCB Films', ' CinéCinéma', ' Canal+ Horizons']","['CA', ' FR']",1,Pascal Laugier,Pascal Laugier,Martyrs 2008,2022-10-24,Martyrs,2008.0,https://boxd.it/1Yqu,6.0
702,702,7.1,92143,Elephant,2003,en,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.,3000000.0,"['Crime', ' Drama']",2003-09-20,10012022.0,81.0,['en'],7.082,1552.0,"['Fine Line Features', ' Meno Films', ' HBO Films', ' Fearmakers Studios', ' Blue Relief Productions']",['US'],1,Gus Van Sant,Gus Van Sant,Elephant 2003,2021-09-07,Elephant,2003.0,https://boxd.it/287i,7.0
703,703,7.1,258433,Seven Psychopaths,2012,en,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,15000000.0,"['Comedy', ' Crime']",2012-10-12,33035736.0,110.0,"['en', ' vi']",6.794,3295.0,"['Blueprint Pictures', ' HanWay Films', ' CBS Films', ' Film4 Productions', ' BFI']","['GB', ' US']",1,Martin McDonagh,Martin McDonagh,Seven Psychopaths 2012,2022-01-05,Seven Psychopaths,2012.0,https://boxd.it/34PW,7.0
704,704,7.2,1706,Illumination,1973,pl,Krzysztof Zanussi's groundbreaking film chronicles a decade in the life of a young physics student whose absolute faith in the primacy of rationality and science is shaken by tragedy and affairs of the heart.,0.0,['Drama'],1973-09-29,0.0,87.0,['pl'],7.194,36.0,"['Film Polski Film Agency', ' Film Polski']",['PL'],1,Krzysztof Zanussi,Krzysztof Zanussi,Illumination 1973,2021-09-07,Illumination,1973.0,https://boxd.it/4Rwm,7.0
705,705,4.1,156,A Paixão de Jacobina,2002,pt,,0.0,['Drama'],2002-09-27,0.0,103.0,['pt'],2.4,6.0,"['LC Barreto', ' Filmes do Equador', ' Visional do Brasil']",['BR'],1,Fábio Barreto,,A Paixão de Jacobina 2002,2021-09-07,A Paixão de Jacobina,2002.0,https://boxd.it/6SP4,5.0
706,706,7.3,327656,The Nice Guys,2016,en,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,50000000.0,"['Comedy', ' Crime', ' Action']",2016-05-15,62788218.0,116.0,['en'],7.094,6705.0,"['Warner Bros. Pictures', ' Silver Pictures', ' Waypoint Entertainment', ' Bloom', ' Nice Guys', ' Misty Mountains']",['US'],1,Shane Black,,The Nice Guys 2016,2022-09-27,The Nice Guys,2016.0,https://boxd.it/94Hg,7.0
707,707,6.7,28377,Turbo Kid,2015,en,"In a post-apocalyptic wasteland, an orphaned teen must battle a ruthless warlord to save the girl of his dreams.",0.0,"['Action', ' Adventure', ' Comedy', ' Science Fiction']",2015-08-14,67132.0,95.0,['en'],6.601,590.0,"['New Zealand Film Commission', ' Epic Pictures Group', ' Timpson Films', ' EMAfilms']","['NZ', ' CA']",1,,,Turbo Kid 2015,2021-09-07,Turbo Kid,2015.0,https://boxd.it/9X0c,7.0
708,708,5.7,775,West Coast,2015,fr,"Four inseparable teenagers in a small town in Brittany (France). As lifelong fans of the West Coast, they think are real gangstas. Together as a ""gang"", they are invincible, respected, fearless and nothing can reach them, certainly not the teasing and contempt of their fellow classmates. So when Fle-O, the leader of this merry gang, learns that he has to leave his town and his friends at the end of the year, his whole world falls apart leaving him vulnerable when the most popular kid in school decides to make fun of them in front of everyone. Humiliated, our protagonists decide to take their revenge through one last expedition together that will lead them further than they would have imagined. Through incongruous situations and successive meetings, they will grow and learn.",0.0,['Comedy'],2015-11-07,0.0,80.0,['fr'],5.526,38.0,,,1,Benjamin Weill,,West Coast 2015,2021-12-23,West Coast,2015.0,https://boxd.it/dLGo,4.0
709,709,7.8,463402,The Girl with the Dragon Tattoo,2011,en,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",90000000.0,"['Thriller', ' Crime', ' Mystery']",2011-12-14,232617430.0,158.0,"['en', ' fr']",7.351,6028.0,"['Columbia Pictures', ' Metro-Goldwyn-Mayer', ' Scott Rudin Productions', ' Yellow Bird', ' Film Rites', ' Ground Control']","['US', ' NO', ' SE']",1,David Fincher,,The Girl with the Dragon Tattoo 2011,2022-09-27,The Girl with the Dragon Tattoo,2011.0,https://boxd.it/2Pa,7.0
710,710,7.1,183662,Melancholia,2011,en,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,7400000.0,"['Drama', ' Science Fiction']",2011-05-26,15946321.0,135.0,['en'],7.205,2952.0,"['Zentropa Entertainments', ' ARTE France Cinéma', ' DR', ' Memfis Film', ' Film i Väst', ' Slot Machine', ' Zentropa International Sweden', ' Zentropa International Köln', ' Liberator Productions']","['DK', ' FR', ' DE', ' SE']",1,Lars von Trier,Lars von Trier,Melancholia 2011,2021-09-07,Melancholia,2011.0,https://boxd.it/bPI,5.0
711,711,5.9,117432,Final Destination 5,2011,en,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",47000000.0,"['Horror', ' Mystery']",2011-08-12,157887643.0,92.0,"['en', ' cn']",6.066,2835.0,"['New Line Cinema', ' Practical Pictures', ' Parallel Zide']",['US'],1,Steven Quale,,Final Destination 5 2011,2021-09-07,Final Destination 5,2011.0,https://boxd.it/r1k,6.0
712,712,8.4,79662,Come and See,1985,ru,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",0.0,"['Drama', ' History', ' War']",1985-07-09,168817.0,142.0,"['be', ' de', ' ru']",8.3,1012.0,"['Mosfilm', ' Belarusfilm']",['SU'],1,Elem Klimov,,Come and See 1985,2021-09-07,Come and See,1985.0,https://boxd.it/1w9q,9.0
713,713,5.1,107213,The Final Destination,2009,en,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",40000000.0,"['Horror', ' Mystery']",2009-08-26,186167139.0,82.0,['en'],5.606,2699.0,"['New Line Cinema', ' Practical Pictures', ' Parallel Zide']",['US'],1,David R. Ellis,,The Final Destination 2009,2021-09-07,The Final Destination,2009.0,https://boxd.it/1EmW,5.0
714,714,6.7,257193,Final Destination,2000,en,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",23000000.0,['Horror'],2000-03-17,112880294.0,98.0,"['en', ' fr']",6.567,4632.0,"['New Line Cinema', ' Zide-Perry Productions', ' Hard Eight Pictures']",['US'],1,James Wong,,Final Destination 2000,2021-09-07,Final Destination,2000.0,https://boxd.it/1YrC,2.0
715,715,8.5,877814,Alien,1979,en,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",11000000.0,"['Horror', ' Science Fiction']",1979-05-25,104931801.0,117.0,"['en', ' es']",8.1,12198.0,"['20th Century Fox', ' Brandywine Productions']","['US', ' GB']",1,Ridley Scott,,Alien 1979,2021-09-07,Alien,1979.0,https://boxd.it/2awY,8.0
716,716,8.2,826296,Taxi Driver,1976,en,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,1300000.0,"['Crime', ' Drama']",1976-02-09,28570902.0,114.0,"['en', ' es']",8.174,9949.0,"['Columbia Pictures', ' Italo/Judeo Productions', ' Bill/Phillips']",['US'],1,Martin Scorsese,Paul Schrader,Taxi Driver 1976,2022-01-03,Taxi Driver,1976.0,https://boxd.it/2b8y,9.0
717,717,6.3,38779,John Dies at the End,2012,en,"A new drug promises out-of-body experiences, but users are coming back changed forever, and an otherworldly invasion of Earth is underway.",0.0,"['Horror', ' Comedy']",2013-01-25,0.0,99.0,['en'],6.356,551.0,"['Touchy Feely Films', ' Silver Sphere Corporation', ' M3 Creative', ' M3 Alliance', ' Midnight Alliance', ' Syndrome Studio']",['US'],1,Don Coscarelli,,John Dies at the End 2012,2022-01-05,John Dies at the End,2012.0,https://boxd.it/2BSW,6.0
718,718,7.0,109861,Filth,2013,en,A bigoted junkie cop suffering from bipolar disorder and drug addiction manipulates and hallucinates his way through the festive season in a bid to secure promotion and win back his wife and daughter.,5000000.0,"['Crime', ' Drama', ' Comedy']",2013-09-23,9114264.0,97.0,['en'],6.858,1459.0,"['Egoli Tossell Film', ' Entre Chien et Loup', ' Steel Mill Pictures', ' Filmgate Films', ' Logie Pictures', ' Altitude Film Entertainment', ' Film House Germany', ' Maven Screen Media']","['GB', ' US', ' DE', ' SE', ' BE']",1,Jon S. Baird,,Filth 2013,2021-09-07,Filth,2013.0,https://boxd.it/32NY,5.0
719,719,5.3,4109,Revenge of the Green Dragons,2014,en,"A true immigrant story set against the vibrant backdrop of Flushing, N.Y. in the 1980s and 1990s.",5000000.0,"['Drama', ' Action', ' Crime']",2014-03-15,0.0,95.0,"['zh', ' en']",5.378,74.0,"['Artfire Films', ' The 7th Floor', ' Initial A Entertainment', ' IM Global Octane']","['HK', ' US']",1,,,Revenge of the Green Dragons 2014,2021-09-07,Revenge of the Green Dragons,2014.0,https://boxd.it/8TpK,2.0
720,720,6.9,122331,Swiss Army Man,2016,en,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",3000000.0,"['Comedy', ' Drama', ' Romance', ' Fantasy', ' Adventure']",2016-06-24,4900000.0,97.0,['en'],6.937,3016.0,"['Cold Iron Pictures', ' Prettybird', ' BlackBird', ' Tadmor', ' Astrakan Films AB']","['SE', ' US']",1,,,Swiss Army Man 2016,2022-01-05,Swiss Army Man,2016.0,https://boxd.it/bDG2,6.0
721,721,7.6,473690,The Fifth Element,1997,en,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",90000000.0,"['Adventure', ' Fantasy', ' Action', ' Thriller', ' Science Fiction']",1997-05-02,263920180.0,126.0,"['en', ' sv', ' de']",7.5,9257.0,"['Columbia Pictures', ' Gaumont', ' Buena Vista International']","['FR', ' GB']",1,Luc Besson,,The Fifth Element 1997,2022-09-27,The Fifth Element,1997.0,https://boxd.it/71k,7.0
722,722,7.2,43696,Fahrenheit 451,1966,en,"In the future, the government maintains control of public opinion by outlawing literature and maintaining a group of enforcers, known as “firemen,” to perform the necessary book burnings. Fireman Montag begins to question the morality of his vocation…",1500000.0,"['Drama', ' Science Fiction']",1966-09-07,2000000.0,113.0,['en'],7.157,775.0,"['Anglo Enterprises', ' Vineyard Film']",['GB'],1,François Truffaut,,Fahrenheit 451 1966,2021-09-07,Fahrenheit 451,1966.0,https://boxd.it/28fw,6.0
723,723,8.2,540912,Monty Python and the Holy Grail,1975,en,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",400000.0,"['Adventure', ' Comedy', ' Fantasy']",1975-05-25,1940906.0,91.0,"['fr', ' la', ' en']",7.807,4878.0,"['Python (Monty) Pictures Limited', ' Michael White Productions', ' National Film Trustee Company']",['GB'],1,,,Monty Python and the Holy Grail 1975,2021-09-07,Monty Python and the Holy Grail,1975.0,https://boxd.it/29GI,10.0
724,724,7.6,2117,The Paper Will Be Blue,2006,ro,"Out of enthusiasm, a Militia soldier abandons his platoon and decides to fight for the cause of the Revolution. His Lieutenant and the rest of the crew look for him during the confused night of 22-23 December 1989.",0.0,"['Drama', ' Action', ' Thriller', ' War']",2006-08-07,0.0,92.0,['ro'],7.158,19.0,['Multimedia Est'],['RO'],1,Radu Muntean,,The Paper Will Be Blue 2006,2021-10-01,The Paper Will Be Blue,2006.0,https://boxd.it/2w22,8.0
725,725,6.4,153195,The Purge: Anarchy,2014,en,"One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.",9000000.0,"['Horror', ' Thriller']",2014-07-17,111928365.0,104.0,['en'],6.656,5737.0,"['Universal Pictures', ' Why Not Productions', ' Platinum Dunes', ' Blumhouse Productions', ' 5150 Action']",['US'],1,James DeMonaco,James DeMonaco,The Purge: Anarchy 2014,2021-09-07,The Purge: Anarchy,2014.0,https://boxd.it/71zk,7.0
726,726,7.1,256255,The Lobster,2015,en,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods.",4000000.0,"['Comedy', ' Drama', ' Romance']",2015-10-15,15656193.0,118.0,"['en', ' fr', ' el']",7.016,5131.0,"['Canal+', ' CNC', ' Haut et Court', ' Eurimages', ' Lemming Film', ' Element Pictures', ' Nederlands Fonds voor de Film', ' Film4 Productions', ' Greek Film Centre', ' Ciné+', ' Faliro House Productions', ' Protagonist Pictures', ' Scarlet Films', ' Institut Français', "" L'Aide aux Cinémas du Monde"", ' Limp Films', ' Ministère des Affaires étrangères et du Développement International']","['FR', ' GR', ' IE', ' NL', ' GB']",1,Yorgos Lanthimos,,The Lobster 2015,2022-09-27,The Lobster,2015.0,https://boxd.it/7tnw,8.0
727,727,6.0,102266,The Purge: Election Year,2016,en,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",10000000.0,"['Action', ' Horror', ' Thriller']",2016-06-29,118587880.0,105.0,['en'],6.407,4651.0,"['Universal Pictures', ' Why Not Productions', ' Platinum Dunes', ' Blumhouse Productions']","['FR', ' US']",1,James DeMonaco,James DeMonaco,The Purge: Election Year 2016,2021-09-07,The Purge: Election Year,2016.0,https://boxd.it/ae5I,6.0
728,728,8.1,522138,Hacksaw Ridge,2016,en,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",40000000.0,"['Drama', ' History', ' War']",2016-10-07,175302354.0,139.0,"['ja', ' en']",8.19,11607.0,"['Permut Presentations', ' Summit Entertainment', ' Lionsgate', ' IM Global', ' Screen Australia', ' Pandemonium', ' Cross Creek Pictures', ' Screen NSW', ' Demarest Films', ' Vendian Entertainment']","['AU', ' US']",1,Mel Gibson,,Hacksaw Ridge 2016,2021-09-07,Hacksaw Ridge,2016.0,https://boxd.it/azew,6.0
729,729,7.9,690357,Arrival,2016,en,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",47000000.0,"['Drama', ' Science Fiction', ' Mystery']",2016-11-10,203388186.0,116.0,"['zh', ' en', ' ru']",7.574,15582.0,"['Paramount', ' 21 Laps Entertainment', ' Reliance Entertainment', ' FilmNation Entertainment', ' Lava Bear Films', ' Xenolinguistics']",['US'],1,Denis Villeneuve,,Arrival 2016,2021-09-07,Arrival,2016.0,https://boxd.it/aNGk,7.0
730,730,7.6,231333,Hell or High Water,2016,en,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,12000000.0,"['Crime', ' Drama', ' Thriller', ' Western']",2016-08-11,37589296.0,102.0,['en'],7.303,3884.0,"['Sidney Kimmel Entertainment', ' Lionsgate', ' OddLot Entertainment', ' CBS Films', ' Estrella Media', ' Film 44']",['US'],1,David Mackenzie,Taylor Sheridan,Hell or High Water 2016,2022-01-05,Hell or High Water,2016.0,https://boxd.it/bfGM,7.0
731,731,7.4,307892,Moonlight,2016,en,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",4000000.0,['Drama'],2016-10-21,65046687.0,111.0,['en'],7.402,6260.0,"['Plan B Entertainment', ' Upload Films', ' Altitude Film Entertainment', ' A24', ' PASTEL']","['GB', ' US']",1,Barry Jenkins,,Moonlight 2016,2021-09-09,Moonlight,2016.0,https://boxd.it/d6bE,8.0
732,732,8.2,209978,The Secret in Their Eyes,2009,es,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,2000000.0,"['Crime', ' Drama', ' Mystery']",2009-08-13,33965843.0,130.0,['es'],7.992,2098.0,"['TVE', ' 100 Bares', ' Haddock Films', ' INCAA', ' Tornasol Films', ' Telefe', ' Canal+ España', ' Ministerio de Cultura']","['AR', ' ES']",1,Juan José Campanella,,The Secret in Their Eyes 2009,2022-09-27,The Secret in Their Eyes,2009.0,https://boxd.it/1vWw,8.0
733,733,7.9,144297,Rope,1948,en,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,1500000.0,"['Crime', ' Drama', ' Thriller']",1948-03-11,2200000.0,81.0,['en'],7.977,2160.0,"['Warner Bros. Pictures', ' Transatlantic Pictures']",['US'],1,Alfred Hitchcock,,Rope 1948,2021-09-07,Rope,1948.0,https://boxd.it/28yo,10.0
734,734,9.0,1346988,Schindler's List,1993,en,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,22000000.0,"['Drama', ' History', ' War']",1993-12-15,321365567.0,195.0,"['de', ' pl', ' he', ' en']",8.6,13428.0,"['Universal Pictures', ' Amblin Entertainment']",['US'],1,Steven Spielberg,,Schindler's List 1993,2021-09-07,Schindler's List,1993.0,https://boxd.it/2aq2,10.0
735,735,8.0,313171,Magnolia,1999,en,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",37000000.0,['Drama'],1999-12-10,48451803.0,189.0,"['en', ' fr', ' de']",7.7,2936.0,"['New Line Cinema', ' Ghoulardi Film Company', ' The Magnolia Project']",['US'],1,Paul Thomas Anderson,Paul Thomas Anderson,Magnolia 1999,2021-09-07,Magnolia,1999.0,https://boxd.it/2aze,10.0
736,736,8.1,676386,Fargo,1996,en,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",7000000.0,"['Crime', ' Drama', ' Thriller']",1996-03-08,60611975.0,98.0,['en'],7.874,6706.0,"['PolyGram Filmed Entertainment', ' Working Title Films']","['GB', ' US']",1,,,Fargo 1996,2021-12-24,Fargo,1996.0,https://boxd.it/2aHM,9.0
737,737,7.8,46695,Once Upon a Time in Anatolia,2011,tr,"In the rural area around the Anatolian town of Keskin, the local prosecutor, police commissar, and doctor lead a search for a victim of a murder to whom a suspect named Kenan and his mentally challenged brother confessed. However, the search is proving more difficult than expected as Kenan is fuzzy as to the body's exact location. As the group continues looking, its members can't help but chat among themselves about both trivia and their deepest concerns in an investigation that is proving more trying than any of them expected.",0.0,"['Drama', ' Crime']",2011-09-23,138730.0,157.0,['tr'],7.482,380.0,"['Zeynofilm', ' Production 2006', ' 1000 Volt']","['BA', ' TR']",1,Nuri Bilge Ceylan,,Once Upon a Time in Anatolia 2011,2021-09-07,Once Upon a Time in Anatolia,2011.0,https://boxd.it/2yHG,7.0
738,738,7.7,86609,Detachment,2011,en,"A chronicle of three weeks in the lives of several high school teachers, administrators and students through the eyes of substitute teacher, Henry Barthes. Henry roams from school to school, imparting modes of knowledge, but never staying long enough to form any semblance of sentient attachment.",0.0,['Drama'],2011-04-24,1681521.0,98.0,['en'],7.569,1217.0,"['Appian Way', ' Kingsgate Films', ' Paper Street Films']",['US'],1,Tony Kaye,Carl Lund,Detachment 2011,2022-09-27,Detachment,2011.0,https://boxd.it/2BiY,7.0
739,739,7.1,70394,God Bless America,2011,en,"Fed up with the cruelty and stupidity of American culture, an unlikely duo goes on a killing spree, killing reality TV stars, bigots and others they find repugnant.",0.0,"['Comedy', ' Drama']",2011-09-09,0.0,104.0,['en'],7.018,815.0,"['Jerkschool Productions', ' Darko Entertainment']",['US'],1,Bobcat Goldthwait,Bobcat Goldthwait,God Bless America 2011,2022-01-05,God Bless America,2011.0,https://boxd.it/2Bji,5.0
740,740,7.7,665824,Kingsman: The Secret Service,2014,en,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,81000000.0,"['Crime', ' Comedy', ' Action', ' Adventure']",2015-01-24,414351546.0,129.0,"['ar', ' en']",7.639,14809.0,"['20th Century Fox', ' Marv Films', ' TSG Entertainment', ' Cloudy Productions']","['GB', ' US']",1,Matthew Vaughn,,Kingsman: The Secret Service 2014,2022-01-05,Kingsman: The Secret Service,2014.0,https://boxd.it/6dxe,7.0
741,741,7.8,202698,Straight Outta Compton,2015,en,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",28000000.0,"['Drama', ' Music', ' History']",2015-08-11,201634991.0,147.0,['en'],7.782,3324.0,"['New Line Cinema', ' Universal Pictures', ' Legendary Pictures', ' Cube Vision', ' Broken Chair Flickz', ' Crucial Films']",['US'],1,F. Gary Gray,,Straight Outta Compton 2015,2021-12-24,Straight Outta Compton,2015.0,https://boxd.it/8rMc,8.0
742,742,7.8,281976,Manchester by the Sea,2016,en,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",9000000.0,['Drama'],2016-11-18,78988148.0,138.0,['en'],7.531,5041.0,"['OddLot Entertainment', ' Big Indie Pictures', ' Amazon Studios', ' Pearl Street Films', ' CMP Entertainment', ' K Period Media', ' B Story', ' The Affleck/Middleton Project', ' The Media Farm']",['US'],1,Kenneth Lonergan,Kenneth Lonergan,Manchester by the Sea 2016,2021-09-07,Manchester by the Sea,2016.0,https://boxd.it/b2L0,7.0
743,743,7.6,339658,True Grit,2010,en,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",38000000.0,"['Drama', ' Adventure', ' Western']",2010-12-22,252276927.0,110.0,['en'],7.298,4577.0,"['Paramount', ' Scott Rudin Productions', ' Mike Zoss Productions', ' Skydance Media']",['US'],1,,,True Grit 2010,2021-09-07,True Grit,2010.0,https://boxd.it/Sog,7.0
744,744,8.1,24796,Yi Yi,2000,zh,Each member of a family in Taipei asks hard questions about life's meaning as they live through everyday quandaries.,0.0,"['Drama', ' Family']",2000-09-20,0.0,174.0,"['en', ' ja', ' zh']",7.842,395.0,"['Omega Project', ' AtomFilms', ' Nemuru Otoko Seisaku Iinkai']","['TW', ' JP']",1,Edward Yang,Edward Yang,Yi Yi 2000,2021-09-07,Yi Yi,2000.0,https://boxd.it/1vCw,6.0
745,745,7.0,143319,A Serious Man,2009,en,"It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",7000000.0,"['Comedy', ' Drama']",2009-09-30,31430334.0,106.0,"['it', ' en', ' yi', ' he']",6.77,1729.0,"['StudioCanal', ' Mike Zoss Productions', ' Relativity Media', ' Focus Features', ' Working Title Films']","['US', ' GB', ' FR']",1,,,A Serious Man 2009,2021-09-07,A Serious Man,2009.0,https://boxd.it/1RFW,6.0
746,746,8.2,966985,No Country for Old Men,2007,en,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",25000000.0,"['Crime', ' Drama', ' Thriller']",2007-06-13,171627166.0,122.0,"['en', ' es']",7.931,10127.0,"['Miramax', ' Scott Rudin Productions', ' Paramount Vantage', ' Mike Zoss Productions']",['US'],1,,,No Country for Old Men 2007,2022-09-27,No Country for Old Men,2007.0,https://boxd.it/21ew,8.0
